type,amount,nameOrig,oldBalanceOrig,newBalanceOrig,nameDest,oldBalanceDest,newBalanceDest,isFraud,isFlaggedFraud
CASH_OUT,245155.25,C1770262477,245155.25,0.0,C499608473,547471.95,792627.19,1,0
CASH_OUT,176915.7,C393673333,0.0,0.0,C141458554,305387.1,276972.3,0,0
TRANSFER,1822772.73,C1844415147,1822772.73,0.0,C1848964453,0.0,0.0,1,0
CASH_OUT,282332.91,C847682979,282332.91,0.0,C441116746,3156776.71,3439109.62,1,0
CASH_OUT,125892.11,C64608097,0.0,0.0,C1308497108,338763.39,781219.89,0,0
TRANSFER,498558.16,C1992987405,64.0,0.0,C1852606548,0.0,12478.8,0,0
CASH_OUT,813992.49,C990823587,813992.49,0.0,C1506986844,24794625.2,25608617.69,1,0
CASH_OUT,774868.1,C1516959235,774868.1,0.0,C1812639726,131877.41,906745.51,1,0
CASH_OUT,526823.71,C207287921,0.0,0.0,C2143477943,1329048.47,2013819.59,0,0
TRANSFER,296865.45,C299775045,123749.0,0.0,C1638556416,206045.61,335656.26,0,0
TRANSFER,78754.77,C586177793,61182.0,0.0,C259915853,0.0,163762.98,0,0
CASH_OUT,184123.71,C1833849181,0.0,0.0,C349015546,1600761.73,1784885.44,0,0
CASH_OUT,10000000.0,C2064974440,10000000.0,0.0,C184545705,34082.32,10034082.32,1,0
CASH_OUT,119663.29,C672120765,0.0,0.0,C596299019,644344.55,764007.84,0,0
CASH_OUT,402702.56,C951799119,0.0,0.0,C1311325237,493022.24,5465400.62,0,0
TRANSFER,163595.36,C1492515624,12279.0,0.0,C1004962268,161055.0,571141.02,0,0
CASH_OUT,295013.83,C1015974397,0.0,0.0,C751413576,928142.7,1679643.78,0,0
CASH_OUT,209644.6,C1647021964,0.0,0.0,C1247658278,607614.94,1133629.28,0,0
TRANSFER,143340.15,C1569274327,143340.15,0.0,C110673427,0.0,0.0,1,0
CASH_OUT,193099.18,C1587543255,11524.0,0.0,C1274549499,0.0,193099.18,0,0
CASH_OUT,85467.48,C77957089,70462.0,0.0,C931482420,0.0,85467.48,0,0
CASH_OUT,79931.43,C2064575385,0.0,0.0,C1113510120,446157.0,526088.43,0,0
CASH_OUT,9421856.87,C644898293,9421856.87,0.0,C714177004,0.0,9421856.87,1,0
TRANSFER,331517.72,C665749419,277744.0,0.0,C824197891,316489.3,1577892.84,0,0
CASH_OUT,908858.12,C529588126,908858.12,0.0,C383086012,0.0,908858.12,1,0
TRANSFER,46130.88,C1045907901,46130.88,0.0,C1384446029,0.0,0.0,1,0
TRANSFER,242906.18,C794656470,9056.29,0.0,C1636786811,13143826.39,14456269.9,0,0
CASH_OUT,33959.63,C619429631,32391.0,0.0,C300836639,0.0,19979.28,0,0
CASH_OUT,223656.58,C654358463,0.0,0.0,C843774579,992655.64,899588.81,0,0
TRANSFER,180368.84,C1055601039,0.0,0.0,C1359044626,1437353.34,16518.36,0,0
CASH_OUT,88216.67,C270347498,0.0,0.0,C1685697739,126199.89,29206.12,0,0
CASH_OUT,159252.38,C1186466496,0.0,0.0,C2084157350,407755.13,2979311.9,0,0
CASH_OUT,2658595.89,C788747190,2658595.89,0.0,C580774916,286931.14,2945527.03,1,0
TRANSFER,11491.28,C928970794,371883.57,360392.29,C1352463225,99449.44,0.0,0,0
TRANSFER,238540.97,C994413185,91408.0,0.0,C320737482,1233.0,0.0,0,0
CASH_OUT,246795.75,C304226466,0.0,0.0,C1286084959,12729398.09,13162334.93,0,0
CASH_OUT,97250.28,C65137044,32824.0,0.0,C916869225,16255.37,514301.96,0,0
TRANSFER,4878.6,C1478193829,81158.0,76279.4,C1210315704,0.0,197750.5,0,0
TRANSFER,1016302.6,C1614163884,1016302.6,0.0,C345391268,0.0,0.0,1,0
TRANSFER,54892.98,C272031055,54892.98,0.0,C1416978417,0.0,0.0,1,0
CASH_OUT,1495203.8,C82999164,1495203.8,0.0,C95880754,0.0,1495203.8,1,0
CASH_OUT,25520.43,C215664765,0.0,0.0,C1845765982,104970.06,3483.62,0,0
TRANSFER,143175.23,C470624098,143175.23,0.0,C1784460632,0.0,0.0,1,0
CASH_OUT,182929.75,C970791443,0.0,0.0,C1245442940,351960.2,608336.53,0,0
CASH_OUT,492941.08,C2088061107,20834.67,0.0,C423580937,1804946.31,12682009.97,0,0
TRANSFER,427405.08,C1353657671,427405.08,0.0,C956901713,0.0,0.0,1,0
CASH_OUT,228982.7,C382354738,0.0,0.0,C1234059684,359908.72,588891.42,0,0
CASH_OUT,443737.45,C603469271,0.0,0.0,C1260889084,510329.79,2731193.68,0,0
TRANSFER,2423847.73,C33268504,0.0,0.0,C1883840933,22531390.35,25330272.63,0,0
CASH_OUT,47855.19,C963591154,37770.76,0.0,C1721246982,1515372.59,2575739.64,0,0
CASH_OUT,88649.1,C796414235,88649.1,0.0,C1743229382,2239755.86,2328404.96,1,0
TRANSFER,297448.33,C1968196847,0.0,0.0,C1816757085,8563397.83,10681238.79,0,0
CASH_OUT,219630.79,C602830277,19779.08,0.0,C2118255842,29186.69,248817.48,0,0
TRANSFER,705822.54,C602702162,1354718.34,648895.81,C1436715022,50899.0,756721.54,0,0
TRANSFER,699795.73,C2123891964,28711.0,0.0,C1978980520,0.0,426082.16,0,0
TRANSFER,51589.87,C1467642521,51589.87,0.0,C147964877,0.0,0.0,1,0
CASH_OUT,71438.96,C1177684018,142.0,0.0,C918523964,0.0,118658.51,0,0
TRANSFER,924126.07,C1247903845,14439.0,0.0,C874023329,825419.05,3539577.27,0,0
CASH_OUT,177521.4,C685582284,0.0,0.0,C582320549,379175.11,1382676.85,0,0
TRANSFER,5820137.62,C1906595632,5820137.62,0.0,C963512696,0.0,0.0,1,0
CASH_OUT,406108.64,C1153272171,0.0,0.0,C1023714065,8851793.89,9257902.53,0,0
TRANSFER,476072.86,C1269827130,118.0,0.0,C665576141,10893579.26,14786300.22,0,0
CASH_OUT,249350.57,C474027385,0.0,0.0,C1504420803,560408.83,809759.39,0,0
CASH_OUT,137366.98,C815116,18730.74,0.0,C1254893565,1814224.92,2085959.07,0,0
CASH_OUT,824917.77,C1950372217,0.0,0.0,C188246551,1268108.31,3439878.27,0,0
CASH_OUT,388806.43,C970799909,0.0,0.0,C489693281,2266330.88,2645914.19,0,0
CASH_OUT,140150.76,C1870634214,281935.36,141784.6,C1640747200,807206.65,864655.32,0,0
CASH_OUT,436906.22,C1360544029,436906.22,0.0,C687989506,77698.14,869573.55,1,0
CASH_OUT,177326.96,C1432919249,21516.0,0.0,C1134266682,0.0,3759.16,0,0
CASH_OUT,316004.62,C1959682019,0.0,0.0,C1210180003,820799.45,1313362.94,0,0
TRANSFER,6168077.6,C1521066827,6168077.6,0.0,C237081413,0.0,0.0,1,0
CASH_OUT,171958.83,C752625959,26370.0,0.0,C727209127,61122.0,4925944.55,0,0
TRANSFER,274076.79,C1837454051,31416.0,0.0,C25823731,1298.0,436605.04,0,0
CASH_OUT,338062.05,C1860206969,338062.05,0.0,C1374054155,237575.75,575637.8,1,0
TRANSFER,675934.49,C687356737,11480.0,0.0,C2061011390,837.89,676772.38,0,0
CASH_OUT,260408.9,C2004565977,260408.9,0.0,C1185249174,0.0,260408.9,1,0
CASH_OUT,467752.9,C196276671,0.0,0.0,C478124129,1571965.04,2978988.84,0,0
TRANSFER,272997.35,C1063225525,272997.35,0.0,C1738718306,0.0,0.0,1,0
TRANSFER,40075.02,C1996558397,40075.02,0.0,C2122089181,0.0,0.0,1,0
CASH_OUT,144749.98,C1679039764,0.0,0.0,C90486891,4093894.92,3803124.27,0,0
CASH_OUT,358159.13,C1549709638,358159.13,0.0,C450452025,2150240.84,2508399.97,1,0
TRANSFER,7728992.56,C139632487,7728992.56,0.0,C1966690861,0.0,0.0,1,0
TRANSFER,242678.33,C688368548,242678.33,0.0,C31250082,0.0,0.0,1,0
CASH_OUT,49560.21,C1623928922,0.0,0.0,C1494895909,968086.67,1362678.43,0,0
CASH_OUT,356662.44,C1297500100,0.0,0.0,C1991252420,780506.78,1241717.95,0,0
CASH_OUT,5838803.23,C388640141,5838803.23,0.0,C964377943,471758.21,6310561.44,1,0
CASH_OUT,208868.36,C1027606228,208868.36,0.0,C1691226425,78757.57,287625.93,1,0
CASH_OUT,202887.77,C1064820575,202887.77,0.0,C26411328,0.0,202887.77,1,0
CASH_OUT,560208.51,C1582626783,64942.0,0.0,C1894575391,1206559.63,3443379.49,0,0
TRANSFER,181888.14,C1095106540,850699.86,668811.71,C383296094,283081.02,563462.86,0,0
CASH_OUT,202952.03,C1256769742,202952.03,0.0,C1042309658,2738806.2,2941758.22,1,0
TRANSFER,10000000.0,C1439740840,19887819.06,9887819.06,C875288652,0.0,0.0,1,0
TRANSFER,1437291.89,C533125295,1437291.89,0.0,C1217960953,0.0,0.0,1,0
TRANSFER,2199855.87,C646237583,111787.0,0.0,C198998678,3224361.27,5424217.14,0,0
TRANSFER,451044.54,C1560142500,0.0,0.0,C451111351,5572315.46,7255066.28,0,0
CASH_OUT,276138.13,C1071933072,177971.0,0.0,C543409470,10599.0,0.0,0,0
CASH_OUT,212460.26,C528285759,0.0,0.0,C1023714065,2595239.45,8398562.84,0,0
CASH_OUT,38512.21,C603502500,154135.8,115623.59,C252626745,138706.09,177218.29,0,0
CASH_OUT,60603.23,C1613690225,0.0,0.0,C1691655733,155741.79,158457.56,0,0
CASH_OUT,99873.78,C1488325117,0.0,0.0,C547024348,175966.0,28913.25,0,0
CASH_OUT,245086.32,C1790048347,0.0,0.0,C977993101,374409.84,847149.78,0,0
CASH_OUT,346103.09,C1642338581,346103.09,0.0,C2040491589,577831.92,923935.01,1,0
TRANSFER,121362.51,C645564279,121950.0,587.49,C1286084959,3665641.55,7488671.79,0,0
CASH_OUT,4452001.07,C1510732148,4452001.07,0.0,C988553635,2899087.8,7351088.87,1,0
TRANSFER,339163.04,C376017690,0.0,0.0,C766681183,10307150.95,12362816.81,0,0
CASH_OUT,193605.38,C2029372696,0.0,0.0,C1971489295,249452.05,0.0,0,0
CASH_OUT,406083.1,C869360259,0.0,0.0,C1508456612,8396448.05,8510493.07,0,0
CASH_OUT,153737.68,C56493571,320776.06,167038.38,C64133603,465393.97,619131.66,0,0
CASH_OUT,182923.33,C910907377,7048.0,0.0,C888005223,1392716.74,1243447.29,0,0
CASH_OUT,65871.34,C914893581,23479.3,0.0,C380928130,1370666.37,1644506.96,0,0
CASH_OUT,1581441.8,C1521962059,1581441.8,0.0,C1036969884,3429635.45,5011077.25,1,0
TRANSFER,1532229.72,C338287923,1532229.72,0.0,C522956447,0.0,0.0,1,0
CASH_OUT,319208.14,C892428215,319208.14,0.0,C1209378395,1905620.3,2224828.44,1,0
CASH_OUT,303289.07,C776842167,0.0,0.0,C218598269,971265.22,1288289.15,0,0
CASH_OUT,1591263.43,C1863182512,1591263.43,0.0,C2126274036,1147865.98,2739129.41,1,0
CASH_OUT,312677.69,C1934455991,2064.0,0.0,C451433836,0.0,457900.55,0,0
CASH_OUT,29960.11,C171277252,55687.0,25726.89,C1822578654,31122.0,0.0,0,0
CASH_OUT,107403.64,C815011394,158351.0,50947.36,C382697424,48000.8,368836.97,0,0
CASH_OUT,362761.24,C546094047,0.0,0.0,C464451704,1110864.89,1805758.37,0,0
TRANSFER,10000000.0,C831325954,11336901.11,1336901.11,C1166671647,0.0,0.0,1,0
CASH_OUT,7690.63,C1358597266,0.0,0.0,C265184085,22124.0,567756.32,0,0
CASH_OUT,152961.49,C1326346885,152961.49,0.0,C2003377069,12414395.47,12567356.96,1,0
TRANSFER,64279.74,C313249054,21370.11,0.0,C1297685781,16997.22,81276.96,0,0
TRANSFER,363063.88,C243130253,14330.96,0.0,C991505714,2859722.47,5352935.74,0,0
TRANSFER,292815.44,C4952914,292815.44,0.0,C902467451,0.0,0.0,1,0
CASH_OUT,192279.83,C3564974,0.0,0.0,C1937962514,609849.43,1581311.49,0,0
CASH_OUT,16646.78,C1762133926,15949.0,0.0,C1365134973,25428.0,474176.08,0,0
TRANSFER,222517.07,C1817714534,222517.07,0.0,C1843295387,0.0,0.0,1,0
CASH_OUT,330334.44,C1850477964,0.0,0.0,C1023714065,1460667.19,1791001.63,0,0
CASH_OUT,304273.0,C1948763138,21322.0,0.0,C644345897,51153.1,800992.18,0,0
CASH_OUT,185647.99,C924150779,0.0,0.0,C1107146140,198984.0,1655416.88,0,0
CASH_OUT,126714.16,C63154023,0.0,0.0,C1641587857,175770.85,460470.54,0,0
CASH_OUT,186611.01,C292454002,6027.0,0.0,C1207178960,37628.4,240727.2,0,0
CASH_OUT,167679.27,C2032147559,167679.27,0.0,C599607213,165580.61,333259.88,1,0
CASH_OUT,474959.89,C2024696624,0.0,0.0,C1954751748,574630.53,939911.68,0,0
TRANSFER,188097.08,C1984333377,188097.08,0.0,C382299931,0.0,0.0,1,0
TRANSFER,886592.76,C1027885522,886592.76,0.0,C201404620,0.0,0.0,1,0
CASH_OUT,633.3,C226574919,0.0,0.0,C1334973394,588454.47,1421615.52,0,0
TRANSFER,8327328.27,C1699496065,8327328.27,0.0,C1917022253,0.0,0.0,1,0
CASH_OUT,26596.11,C1254649194,10430.74,0.0,C1782113663,2772096.26,2798692.37,0,0
CASH_OUT,217951.1,C1729454521,41020.0,0.0,C705265015,118223.18,460050.16,0,0
CASH_OUT,150624.43,C1295005136,635.0,0.0,C1287328228,0.0,485209.81,0,0
TRANSFER,29707.86,C1825456600,29707.86,0.0,C570409417,0.0,0.0,1,0
TRANSFER,763170.76,C578629553,763170.76,0.0,C249184120,0.0,0.0,1,0
CASH_OUT,194485.36,C1489453924,0.0,0.0,C667346055,11461555.79,17132106.53,0,0
TRANSFER,1539687.27,C1207025716,1539687.27,0.0,C1129375709,0.0,0.0,1,0
CASH_OUT,189476.67,C1969875555,315.64,0.0,C1259769769,252055.24,109421.19,0,0
CASH_OUT,294099.35,C699940679,564.0,0.0,C896393489,11666.0,28783585.38,0,0
TRANSFER,37720.99,C2113787126,37720.99,0.0,C2003052554,0.0,0.0,1,0
TRANSFER,252002.23,C996004693,22382.0,0.0,C1897193207,34090.16,145100.2,0,0
CASH_OUT,2775.54,C1454452737,0.0,0.0,C461640598,11778661.86,11781437.4,0,0
CASH_OUT,359628.29,C1171960822,0.0,0.0,C757108857,1837210.62,2188682.05,0,0
TRANSFER,1350099.06,C1347161495,0.0,0.0,C980726513,2874932.04,4225031.1,0,0
CASH_OUT,190662.7,C1867694951,190662.7,0.0,C114310836,309903.6,500566.3,1,0
CASH_OUT,37286.35,C98357502,5149.0,0.0,C236282128,127684.18,994.76,0,0
TRANSFER,437000.33,C1940959701,0.0,0.0,C93166806,1046727.38,2226811.03,0,0
CASH_OUT,400758.85,C1350723099,400758.85,0.0,C835842447,2210854.46,4090444.07,1,0
CASH_OUT,230813.19,C267350028,82678.0,0.0,C1725025770,78227.0,0.0,0,0
CASH_OUT,291944.52,C1477312973,0.0,0.0,C481402298,2223039.23,3885428.17,0,0
TRANSFER,1102133.9,C590103740,1102133.9,0.0,C1610372134,0.0,746575.95,1,0
CASH_OUT,55599.29,C863502459,92.0,0.0,C590842329,26044.72,145972.74,0,0
TRANSFER,54652.46,C1674778854,54652.46,0.0,C1930074465,0.0,0.0,1,0
CASH_OUT,251479.29,C1340732618,21037.0,0.0,C1212151219,0.0,251479.29,0,0
CASH_OUT,300310.8,C517187035,0.0,0.0,C1653859230,1577839.87,1878150.67,0,0
CASH_OUT,63180.2,C582979874,26103.63,0.0,C1076835071,267912.2,125857.29,0,0
CASH_OUT,211969.91,C927544438,508784.0,296814.09,C1539556581,199041.81,552905.5,0,0
CASH_OUT,1061353.33,C981675452,1061353.33,0.0,C679318933,520498.51,1581851.84,1,0
TRANSFER,1097309.24,C316288377,1097309.24,0.0,C2134101004,0.0,0.0,1,0
TRANSFER,2561698.04,C639357129,2561698.04,0.0,C179997962,0.0,0.0,1,0
CASH_OUT,441423.44,C479817904,441423.44,0.0,C2038026076,671179.67,1112603.11,1,0
CASH_OUT,145480.22,C740646816,20768.0,0.0,C1448525331,13059.89,0.0,0,0
CASH_OUT,112554.77,C1008349458,0.0,0.0,C536171536,398490.39,1151595.75,0,0
CASH_OUT,296154.41,C846024463,0.0,0.0,C1275435326,382617.42,224398.7,0,0
TRANSFER,9110884.44,C1402670582,9110884.44,0.0,C1633747285,0.0,0.0,1,0
CASH_OUT,90335.03,C1478485543,276145.31,185810.29,C1423956695,0.0,323742.42,0,0
TRANSFER,1762261.94,C913946255,9536.0,0.0,C954697228,0.0,1861444.59,0,0
TRANSFER,183597.49,C1371370843,0.0,0.0,C142211154,908073.36,1091670.85,0,0
CASH_OUT,213056.59,C996957972,246472.0,33415.41,C1076835071,1948401.16,2161457.75,0,0
CASH_OUT,178616.12,C468251407,178616.12,0.0,C1669286784,0.0,178616.12,1,0
CASH_OUT,60516.53,C1241672000,60516.53,0.0,C271238521,0.0,60516.53,1,0
TRANSFER,1296518.75,C995854925,0.0,0.0,C461640598,10385930.78,11547845.68,0,0
CASH_OUT,55044.74,C231834415,5060.0,0.0,C2141140246,0.0,55044.74,0,0
CASH_OUT,121249.73,C1766202495,0.0,0.0,C143580560,159936.09,1475853.11,0,0
CASH_OUT,561374.78,C442133026,561374.78,0.0,C952759841,5726683.53,6288058.31,1,0
CASH_OUT,350072.79,C1547593251,40089.0,0.0,C1973538135,493551.41,765060.29,0,0
CASH_OUT,26828.37,C1730388822,0.0,0.0,C1641169735,42893.9,3485.91,0,0
CASH_OUT,167534.5,C349044722,6749.0,0.0,C1012785532,0.0,167534.5,0,0
TRANSFER,4716307.48,C941946048,4716307.48,0.0,C34938557,0.0,0.0,1,0
TRANSFER,40231.56,C727542577,40231.56,0.0,C2002670560,0.0,0.0,1,0
TRANSFER,4716.08,C316065946,4716.08,0.0,C900839253,0.0,0.0,1,0
TRANSFER,54584.29,C181783158,54584.29,0.0,C1857371794,0.0,0.0,1,0
CASH_OUT,205855.74,C128844954,0.0,0.0,C2136124320,343022.89,896579.02,0,0
CASH_OUT,265786.47,C1235473999,0.0,0.0,C1929496638,2771127.3,3036913.78,0,0
CASH_OUT,331091.09,C707661376,0.0,0.0,C1763052044,1076502.5,1309439.59,0,0
CASH_OUT,52927.94,C1900162111,85152.97,32225.03,C1321139761,1115300.15,1521202.97,0,0
CASH_OUT,9670.28,C2032782987,400210.0,390539.72,C1505755152,11466277.21,14646239.59,0,0
TRANSFER,40013.19,C5740869,40013.19,0.0,C1546346037,0.0,0.0,1,0
TRANSFER,761507.39,C412788346,0.0,0.0,C1590550415,1280036.23,19169204.93,0,0
TRANSFER,16712.44,C296203753,0.0,0.0,C1945740508,49695.77,66408.21,0,0
TRANSFER,1478481.17,C1189601537,11777.0,0.0,C2145961947,1892961.13,5207474.78,0,0
TRANSFER,503420.67,C1954167888,503420.67,0.0,C2111339406,0.0,0.0,1,0
CASH_OUT,4688.76,C368540250,0.0,0.0,C2018975718,320116.64,404128.0,0,0
CASH_OUT,217061.15,C233057438,900964.0,683902.85,C1478160170,0.0,217061.15,0,0
TRANSFER,118517.05,C259576171,0.0,0.0,C66893623,128639.49,532921.62,0,0
CASH_OUT,89835.13,C1189548179,0.0,0.0,C51626955,670546.9,1129092.65,0,0
CASH_OUT,38703.22,C787083693,0.0,0.0,C1566789241,2295044.65,4009679.27,0,0
TRANSFER,214793.32,C2140495649,214793.32,0.0,C423543548,0.0,0.0,1,0
TRANSFER,290491.12,C1428518412,290491.12,0.0,C875460350,0.0,0.0,1,0
TRANSFER,378204.02,C620879020,378204.02,0.0,C929929591,0.0,0.0,1,0
CASH_OUT,110892.74,C1904708954,25623.0,0.0,C2082673402,0.0,218486.67,0,0
TRANSFER,193545.61,C1430180670,193545.61,0.0,C273255421,0.0,0.0,1,0
CASH_OUT,2772748.37,C323857001,2772748.37,0.0,C1982168080,0.0,2772748.37,1,0
CASH_OUT,773926.81,C2108914826,773926.81,0.0,C136745771,1612283.59,2386210.4,1,0
CASH_OUT,717568.07,C192692309,0.0,0.0,C1235151206,761956.61,1930562.73,0,0
TRANSFER,72547.29,C759761137,72547.29,0.0,C1046167270,0.0,0.0,1,0
CASH_OUT,33653.91,C193953331,0.0,0.0,C392060481,34942.0,126475.98,0,0
CASH_OUT,103565.34,C256659149,38904.0,0.0,C1756674523,99466.0,203031.34,0,0
CASH_OUT,174179.49,C1745680827,351345.53,177166.04,C713039134,266679.68,440859.17,0,0
TRANSFER,5338583.38,C194251863,5338583.38,0.0,C280536388,0.0,0.0,1,0
CASH_OUT,25740.68,C1516300662,0.0,0.0,C202149782,240689.98,48250.74,0,0
CASH_OUT,4961093.21,C1283767836,4961093.21,0.0,C1198859415,0.0,4961093.21,1,0
CASH_OUT,111428.66,C1621201167,0.0,0.0,C1423992712,10639238.1,13803333.72,0,0
CASH_OUT,267811.07,C1835389538,0.0,0.0,C1885780198,317620.13,994277.34,0,0
TRANSFER,508943.57,C2126425471,0.0,0.0,C1577420620,750293.94,1346843.05,0,0
CASH_OUT,235750.53,C1212143381,235750.53,0.0,C605351789,416.92,236167.45,1,0
TRANSFER,987748.59,C2142823008,70692.0,0.0,C1566158153,10178.87,3470699.47,0,0
TRANSFER,2056779.24,C30165590,2056779.24,0.0,C919133464,0.0,0.0,1,0
CASH_OUT,281154.76,C1415784869,0.0,0.0,C1576408634,358652.44,745744.95,0,0
TRANSFER,889.76,C434935992,889.76,0.0,C1007799922,0.0,0.0,1,0
CASH_OUT,121463.18,C376359562,0.0,0.0,C569022831,434863.28,1000968.35,0,0
CASH_OUT,269800.39,C1448112754,0.0,0.0,C1647809929,665211.32,935011.72,0,0
CASH_OUT,119682.12,C1207044075,0.0,0.0,C505973878,1461299.3,1534252.89,0,0
TRANSFER,389250.9,C1292366795,389250.9,0.0,C1609670189,0.0,0.0,1,0
CASH_OUT,177925.98,C1173355296,177925.98,0.0,C265276524,70857.67,248783.65,1,0
CASH_OUT,172647.25,C747627929,0.0,0.0,C1757533511,4626227.02,4798874.27,0,0
CASH_OUT,155507.62,C818100424,0.0,0.0,C47827984,187331.06,207790.0,0,0
TRANSFER,130668.56,C349322282,130668.56,0.0,C1470984619,0.0,0.0,1,0
CASH_OUT,10000000.0,C1505056771,10000000.0,0.0,C1036108574,1886102.76,11886102.76,1,0
CASH_OUT,238266.82,C7401819,0.0,0.0,C679235222,602307.0,3763135.16,0,0
TRANSFER,348751.45,C1707939649,348751.45,0.0,C613081962,0.0,0.0,1,0
CASH_OUT,296349.8,C1518895613,296349.8,0.0,C315643365,0.0,296349.8,1,0
CASH_OUT,167919.27,C1921953028,11203.0,0.0,C41759967,44395.0,8802464.15,0,0
CASH_OUT,329969.86,C1123335326,17898.0,0.0,C803648645,1586.0,331555.86,0,0
CASH_OUT,94926.11,C1954215525,0.0,0.0,C1305075214,226112.39,519020.08,0,0
CASH_OUT,276885.49,C1435256020,347.93,0.0,C849038219,562542.17,1337271.15,0,0
TRANSFER,10000000.0,C131412689,10390763.24,390763.24,C1846567377,0.0,0.0,1,0
TRANSFER,540530.08,C1809782314,540530.08,0.0,C1510946002,0.0,0.0,1,0
CASH_OUT,212749.21,C747680765,0.0,0.0,C1785910017,517387.53,730136.74,0,0
CASH_OUT,226836.63,C371023983,0.0,0.0,C757108857,1182230.58,1409067.21,0,0
CASH_OUT,359665.56,C804927462,697824.04,338158.48,C2078448324,703316.17,1062981.73,0,0
TRANSFER,1309267.06,C100985205,164.0,0.0,C1243393970,311593.49,1620860.55,0,0
TRANSFER,930970.44,C676595441,930970.44,0.0,C1168246841,0.0,0.0,1,0
CASH_OUT,71833.22,C664641537,0.0,0.0,C1842297286,417437.04,0.0,0,0
CASH_OUT,134553.53,C94054687,0.0,0.0,C16344660,1253635.99,1388189.52,0,0
TRANSFER,442607.38,C1117853848,5836.0,0.0,C1752591265,19893.0,189123.16,0,0
TRANSFER,1185762.74,C403488347,361741.96,0.0,C2122668216,1723724.35,2899900.18,0,0
TRANSFER,59385.67,C1275373422,59385.67,0.0,C1704707395,0.0,0.0,1,0
CASH_OUT,325013.15,C679004918,88275.96,0.0,C496695089,1908925.89,2233939.04,0,0
CASH_OUT,291558.06,C2052628445,0.0,0.0,C1493513506,419192.88,1642701.33,0,0
CASH_OUT,295328.63,C582291919,0.0,0.0,C461640598,8166711.05,11547845.68,0,0
CASH_OUT,627586.04,C1801283933,627586.04,0.0,C833344626,126625.85,754211.89,1,0
CASH_OUT,2155569.91,C2118037553,2155569.91,0.0,C1084525983,0.0,2155569.91,1,0
CASH_OUT,188890.52,C1759328722,0.0,0.0,C1538745405,577171.41,270110.78,0,0
TRANSFER,5591414.49,C68688915,5591414.49,0.0,C1379652013,0.0,0.0,1,0
TRANSFER,8111.09,C936282249,8111.09,0.0,C1272971238,0.0,0.0,1,0
TRANSFER,147649.37,C220889804,147649.37,0.0,C1303263986,0.0,0.0,1,0
CASH_OUT,1566057.28,C1496808239,1566057.28,0.0,C737489499,0.0,1566057.28,1,0
TRANSFER,60549.33,C921985845,6858.22,0.0,C1058634310,1796023.07,3071176.4,0,0
TRANSFER,574072.72,C844803674,574072.72,0.0,C958694427,0.0,0.0,1,0
CASH_OUT,276298.49,C238489119,276298.49,0.0,C2127664545,598892.69,875191.19,1,0
CASH_OUT,14244.82,C640739015,0.0,0.0,C1611427359,127236.0,0.0,0,0
CASH_OUT,251928.54,C938750341,0.0,0.0,C284320179,207.0,253487.36,0,0
CASH_OUT,40043.74,C1344634344,40043.74,0.0,C1675764449,1462828.02,1502871.76,1,0
CASH_OUT,365594.37,C1153010523,33219.0,0.0,C665576141,15081543.39,15708104.54,0,0
CASH_OUT,54937.61,C606866470,0.0,0.0,C2081964433,102216.0,157153.61,0,0
TRANSFER,2755930.62,C621062240,216309.21,0.0,C927151297,0.0,2755930.62,0,0
TRANSFER,40819.72,C1550949725,40819.72,0.0,C1977996948,0.0,0.0,1,0
TRANSFER,55247.48,C1873632807,55247.48,0.0,C416874775,0.0,0.0,1,0
CASH_OUT,36348.18,C485228447,0.0,0.0,C1790831319,140456.6,66958.78,0,0
TRANSFER,1975271.77,C109944074,1975271.77,0.0,C88316037,0.0,0.0,1,0
CASH_OUT,42717.45,C604408605,0.0,0.0,C1732292969,214398.06,105847.94,0,0
TRANSFER,8097183.22,C2047670192,8097183.22,0.0,C1601626536,0.0,0.0,1,0
TRANSFER,19692.68,C1019553772,19692.68,0.0,C1806361762,0.0,0.0,1,0
TRANSFER,18465.84,C120966706,5563.0,0.0,C2029735807,0.0,18465.84,0,0
CASH_OUT,328074.79,C1401734338,6925.68,0.0,C1624455220,0.0,369886.54,0,0
CASH_OUT,119107.66,C1421089055,0.0,0.0,C1439007204,479900.59,1107329.16,0,0
TRANSFER,134194.59,C316784641,134194.59,0.0,C1951372697,0.0,0.0,1,0
CASH_OUT,156165.18,C844567780,0.0,0.0,C580441921,1122767.84,1278933.03,0,0
CASH_OUT,172063.35,C807133511,0.0,0.0,C1566158153,3470699.47,4513467.76,0,0
TRANSFER,591159.5,C1654923779,591159.5,0.0,C931026278,0.0,0.0,1,0
TRANSFER,7563536.91,C584194979,7563536.91,0.0,C2018653161,0.0,0.0,1,0
CASH_OUT,173537.88,C1817805040,256380.76,82842.88,C907770473,14555.0,623816.62,0,0
CASH_OUT,136009.31,C1620542503,0.0,0.0,C1373172466,4791597.89,5326469.1,0,0
TRANSFER,21859.86,C1683177798,21859.86,0.0,C1271955069,0.0,0.0,1,0
CASH_OUT,25761.04,C2061910313,25761.04,0.0,C1505894809,896426.99,922188.03,1,0
CASH_OUT,49687.68,C1047959406,0.0,0.0,C1241878571,99374.0,1367524.98,0,0
CASH_OUT,395332.87,C1094553522,29027.83,0.0,C2006081398,2128009.39,4743010.67,0,0
TRANSFER,128440.4,C144389176,128440.4,0.0,C631598380,0.0,0.0,1,0
